datetime,open,high,low,close,volume
2024-01-01,42241.1,44240.8,42175.65,44220.78,11571.132272249999
2024-01-02,44180.8,45925.82,44113.2,44972.8,39113.628152239995
2024-01-03,44972.81,45559.0,39501.0,42862.44,43428.97340346999
2024-01-04,42860.58,44810.0,42650.0,44193.29,23483.267113920003
2024-01-05,44198.35,44449.0,42413.0,44186.59,23295.117121489984
2024-01-06,44179.9,44263.0,43436.5,44018.0,7422.341112329999
2024-01-07,43960.0,44510.01,43627.0,43959.0,8044.73228318
2024-01-08,43954.52,47330.0,43200.44,46995.1,37061.96436288001
2024-01-09,46989.5,47988.0,44500.0,46124.08,38524.35005704988
2024-01-10,46120.79,47732.5,44268.0,46666.11,49773.35826346
2024-01-11,46654.0,49102.29,45555.55,46350.4,50944.645338389986
2024-01-12,46350.4,46522.2,41444.97,42773.03,59970.95273640003
2024-01-13,42775.1,43250.0,42427.0,42839.33,13737.624864079999
2024-01-14,42827.9,43075.0,41680.73,41697.33,11736.235379130001
2024-01-15,41698.13,43369.0,41680.0,42520.0,14184.845697719998
2024-01-16,42499.3,43588.0,42028.02,43130.45,21236.810862290004
2024-01-17,43130.35,43215.0,42160.0,42739.49,19248.808369520022
2024-01-18,42737.68,42932.0,40600.05,41293.5,29890.46653998
2024-01-19,41290.57,42212.0,40236.49,41624.07,27855.6111543
2024-01-20,41623.94,41944.0,40000.0,41666.67,7096.28753251
2024-01-21,41666.67,42260.0,41472.49,41554.05,5268.6173771
2024-01-22,41670.0,41775.0,39372.44,39524.27,33767.231491859995
2024-01-23,39510.0,40215.0,38501.0,39878.3,28114.91671062999
2024-01-24,39878.28,40599.0,39382.15,40069.8,21769.698772989985
2024-01-25,40079.87,40333.0,39503.0,39941.66,16735.52333216
2024-01-26,39941.66,42243.14,39805.95,41814.8,25444.491195510003
2024-01-27,41814.96,42204.0,41383.94,42126.55,5516.92945838
2024-01-28,42126.55,42839.07,41617.53,42034.59,6906.719029739999
2024-01-29,42025.0,43333.0,41787.35,43269.5,15637.156951690004
2024-01-30,43272.7,43872.99,42680.2,42942.78,19919.379506530004
2024-01-31,42955.0,43742.3,42265.77,42548.08,19446.882335770002
2024-02-01,42551.7,43276.19,41846.04,43075.2,15130.83646153
2024-02-02,43075.3,43700.0,42527.58,43181.66,15165.356765249995
2024-02-03,43183.62,43366.0,42863.58,43010.67,3069.0565946999996
2024-02-04,43007.82,43109.0,42228.01,42568.55,3898.363555500001
2024-02-05,42591.3,43540.0,42235.0,42657.67,11374.96450947
2024-02-06,42650.0,43387.0,42516.07,43095.79,9990.22960118
2024-02-07,43085.0,44430.0,42760.44,44343.61,17944.147697909997
2024-02-08,44330.0,45637.38,44323.0,45329.6,24499.50310252
2024-02-09,45280.0,48230.02,45246.0,47160.41,30597.295282009993
2024-02-10,47157.01,48190.0,46889.53,47767.06,8000.42226432
2024-02-11,47767.06,48614.0,47580.9,48316.3,8336.23189711
2024-02-12,48321.14,50363.42,47642.0,49941.81,28044.659629650007
2024-02-13,49941.95,50423.42,48240.0,49725.36,26690.21131118
2024-02-14,49750.1,52136.8,49253.92,51858.59,28019.370171
2024-02-15,51835.2,52890.0,51280.0,51934.29,25013.753372190004
2024-02-16,51947.1,52608.2,51580.0,52162.64,17144.98668249
2024-02-17,52185.3,52214.05,50130.0,51700.0,8883.469746890001
2024-02-18,51700.1,52451.0,51165.0,52153.63,6551.295609510001
2024-02-19,52157.1,52501.01,51648.0,51787.05,8822.59532912
2024-02-20,51771.2,53000.0,50584.0,52167.0,23028.06013733001
2024-02-21,52270.1,52394.91,50439.0,51851.67,18117.36174936
2024-02-22,51866.9,52100.0,50890.2,51258.7,16898.381866800002
2024-02-23,51300.1,51537.0,50227.0,50737.0,14216.248262040002
2024-02-24,50739.4,51736.0,50576.55,51570.65,5331.9821101
2024-02-25,51554.5,51967.82,51275.01,51731.0,6111.003062899999
2024-02-26,51733.8,54980.0,50871.0,54533.48,32020.825000959998
2024-02-27,54525.4,57646.81,54384.0,57077.07,38515.80831858
2024-02-28,57077.08,64100.0,56000.4,62518.9,65601.92862214001
2024-02-29,62489.8,63675.48,60108.8,61180.9,47621.03824323
2024-03-01,61179.03,63267.18,60500.0,62436.72,30681.328374490007
2024-03-02,62439.74,62500.0,61584.0,62045.78,10456.558672509998
2024-03-03,62045.78,63260.0,61350.0,63178.2,10579.41034087
2024-03-04,63155.74,68602.98,62216.0,68098.0,52133.16140928001
2024-03-05,68356.7,69324.58,59008.0,63800.78,85476.96548051997
2024-03-06,63802.15,67681.0,62783.0,66122.28,44033.02548168001
2024-03-07,66115.48,68098.09,65595.0,66938.21,27523.516104170005
2024-03-08,66938.21,70199.0,65200.0,68289.16,42812.29373759001
2024-03-09,68289.16,68700.41,67719.0,68480.0,11795.367664439998
2024-03-10,68480.01,70000.0,68047.0,68951.0,17430.37948084
2024-03-11,69032.8,72943.98,67000.0,72110.98,44952.35231814001
2024-03-12,72100.1,73027.63,68357.0,71475.93,40257.052183770036
2024-03-13,71473.43,73709.99,70976.0,73135.04,27339.186181910016
2024-03-14,73135.04,73835.57,68454.47,71364.58,42665.71858350007
2024-03-15,71364.58,72500.0,65460.0,69520.0,51116.259752980026
2024-03-16,69514.87,70071.0,64774.05,65254.22,22452.37088019
2024-03-17,65254.22,68927.0,64505.0,68343.64,18896.250819060002
2024-03-18,68354.29,68940.0,66562.65,67613.04,25258.28069916
2024-03-19,67600.0,68136.39,61506.0,61906.27,53882.12499437003
2024-03-20,62022.0,68202.0,60771.14,67858.8,49516.82253872004
2024-03-21,67855.88,68280.0,64525.0,65484.7,24555.486640480012
2024-03-22,65478.98,66712.0,62201.0,63814.56,23774.14154241001
2024-03-23,63814.56,66029.09,63013.19,63998.86,10615.216697069998
2024-03-24,63998.87,67949.0,63785.57,67204.93,10359.231325389997
2024-03-25,67212.69,71269.92,66381.84,69890.28,31307.104575010002
2024-03-26,69950.1,71582.96,69116.8,70000.1,20155.068485690004
2024-03-27,69994.9,71789.85,68251.0,69437.3,26781.645956190012
2024-03-28,69437.2,71635.99,68800.0,70801.18,19933.541979910002
2024-03-29,70786.0,70941.7,69015.0,69903.75,10710.14003653
2024-03-30,69903.74,70363.25,69569.03,69626.87,4242.41271398
2024-03-31,69652.0,71444.0,69587.86,71288.9,6649.246520799999
2024-04-01,71291.5,71373.0,68055.15,69681.1,18513.448805680004
2024-04-02,69681.1,69711.0,64192.0,65464.14,30832.79852348
2024-04-03,65472.0,66944.06,64500.0,65987.92,17444.03572921
2024-04-04,65984.18,69634.0,65048.0,68527.4,23624.26045135001
2024-04-05,68528.69,68783.99,65959.0,67856.51,20406.85390878001
2024-04-06,67856.51,69693.1,67379.0,68919.89,6124.06724028
2024-04-07,68908.6,70312.0,68820.0,69350.34,7901.993047409999
2024-04-08,69350.36,72777.0,69036.0,71622.53,23223.579051820005
2024-04-09,71650.1,71761.37,68200.0,69117.01,21914.589601110005
2024-04-10,69115.79,71341.0,67463.07,70634.04,21928.775432560007
2024-04-11,70733.0,71444.0,69530.0,70046.4,14372.856794180003
